Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Turkmenistan,-0.8,-0.98,-1.056,-1.065,-1.173,-1.26,-1.34,-1.46,-1.476,-1.568,-2.41,-2.55,-2.72,-2.85,-3.21,-3.201,-3.201,-3.201,-3.201,-3.201,-3.201,-3.201,-9.0,-9.0
Uganda,-0.164,-0.16,-0.262,-0.214,-0.191,-0.061,-0.004,-0.006,-0.0224,-0.054,-0.043,-0.05,-0.064,-0.06,-0.1347,-0.073,-0.115,-0.2934,-0.1981,-0.279,-0.201,-0.372,-0.407,-0.37706028
Ukraine,-3.849,-3.059,-3.115,-4.939,-5.326,-8.353,-10.437,-9.171,-6.73,-4.269,-4.055,-6.29,-11.472,-9.89,-8.434,-1.35,-3.753,-5.176,-6.067,-4.045,-2.4192,-2.039,-1.999,-2.820190367
United Arab Emirates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.034,-0.016,-0.028,-0.015,0.635,-0.103,-0.029,-0.012,-0.029,0.211,-0.109,-0.111933318
United Kingdom,14.174,10.399,8.4148,2.1603,7.4896,8.3209,7.517,5.2145,11.0221,2.8609,2.6634,6.2219,11.8639,14.4309,20.5198,21.1056,17.745,14.7599,19.1076,21.1705,17.9099,24.5774,-5.3423274,23.763372
United States,33.762894,22.026954,20.983396,6.4198474,11.312198,24.778346,18.419975,31.25211,32.821222,34.052611,25.977006,37.251158,47.26142,57.875843,53.212031,66.67058,66.502246,56.314114,44.45611,39.044429,47.314184,39.31159,41.211981,18.904162
Uruguay,0.386,-1.254,-1.729,-0.705,2.329,0.744,2.871,-0.188,0.934,1.226,-0.324,0.458,0.548,-0.207,-1.267,-1.319,-0.755,-1.459,-1.182,-3.011,-0.634,-2.79,-1.362,-1.916
Uzbekistan,1.281,0.493,-0.083,-0.006,-0.249,-0.28,-0.422,0.989,0.1,-0.046,-1.169,-0.734,-0.67,-0.882,-0.779,-1.29,-1.496,-0.64,-0.394,1.312,2.52,3.588,2.333,2.93425
Venezuela,-0.045,-0.029,0.135,-0.415,0.383,-0.584,-0.549,-0.54,-0.467,-0.373,-0.462,-0.489,-0.336,-0.133,-0.865,-0.974,-1.107,-1.064,-1.023,-0.87,-0.652,0.0,0.0,-0.6
Vietnam,0.0,0.0,0.0,0.0,0.0,0.383,0.966,2.63,3.22,3.729,4.635,3.873,1.452,2.326,1.441,0.977,1.327,0.711,1.615,1.249,1.512,0.821,2.322,2.17246004
Zambia,-1.345,-1.067,-0.789,-0.511,-0.231,-0.243,-0.506,-0.142,0.168,-0.579,-0.565,0.091,-0.817,-1.01,-1.243,-0.391,1.391,-0.31,-1.073,-0.778,-1.21,-2.134,-3.03640072,-2.82
Zimbabwe,5.095,4.066,4.01,3.185,2.04,2.977,3.899,2.927,1.115,1.277,0.731,0.601,0.548,0.526,-0.099,-0.101,1.851,2.218,1.016,1.108,1.982,1.744,1.909,1.90202519
